Topic-1,Topic-2,Correlation
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-18,204195-17,0.59
,,
9906057-4,204195-7,0.608
,,
9906057-18,204195-17,0.59
,,
9906057-2,204195-17,0.699
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
9906057-3,204195-15,0.692
,,
9906057-3,204195-10,0.707
,,
9906057-3,204195-9,0.717
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-17,207102-9,0.691
,,
204195-7,207102-9,0.629
,,
204195-17,207102-9,0.691
,,
204195-17,207102-9,0.691
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
204195-15,207102-9,0.583
,,
204195-10,207102-9,0.704
,,
204195-9,207102-9,0.633
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
207102-9,211043-18,0.702
,,
9202050-7,9411028-19,0.614
,,
9202050-7,9411028-18,0.621
,,
9202050-7,9411028-9,0.628
,,
9202050-16,9411028-17,0.668
,,
9202050-7,9411028-17,0.701
,,
9411028-19,9802051-2,0.626
,,
9411028-18,9802051-16,0.501
,,
9411028-9,9802051-2,0.533
,,
9411028-17,9802051-2,0.637
,,
9411028-17,9802051-2,0.637
,,
9802051-2,9902131-18,0.771
,,
9802051-16,9902131-9,0.664
,,
9802051-2,9902131-18,0.771
,,
9802051-2,9902131-18,0.771
,,
9802051-2,9902131-18,0.771
,,
9902131-18,9910036-2,0.619
,,
9902131-9,9910036-12,0.776
,,
9902131-18,9910036-2,0.619
,,
9902131-18,9910036-2,0.619
,,
9902131-18,9910036-2,0.619
,,
9910036-2,4011-7,0.742
,,
9910036-12,4011-19,0.781
,,
9910036-2,4011-7,0.742
,,
9910036-2,4011-7,0.742
,,
9910036-2,4011-7,0.742
,,
4011-7,8172-17,0.71
,,
4011-19,8172-5,0.69
,,
4011-7,8172-17,0.71
,,
4011-7,8172-17,0.71
,,
4011-7,8172-17,0.71
,,
8172-17,11236-9,0.547
,,
8172-5,11236-9,0.594
,,
8172-17,11236-9,0.547
,,
8172-17,11236-9,0.547
,,
8172-17,11236-9,0.547
,,
11236-9,111165-4,0.664
,,
11236-9,111165-4,0.664
,,
11236-9,111165-4,0.664
,,
11236-9,111165-4,0.664
,,
11236-9,111165-4,0.664
,,
9710026-4,9711117-8,0.652
,,
9710026-4,9711117-17,0.665
,,
9710026-4,9711117-7,0.678
,,
9710026-2,9711117-11,0.679
,,
9710026-2,9711117-11,0.679
,,
9710026-2,9711117-11,0.679
,,
9710026-4,9711117-11,0.778
,,
9710026-4,9711117-11,0.778
,,
9710026-4,9711117-11,0.778
,,
9711117-8,202090-4,0.533
,,
9711117-17,202090-6,0.512
,,
9711117-7,202090-10,0.574
,,
9711117-11,202090-16,0.622
,,
9711117-11,202090-12,0.657
,,
9711117-11,202090-14,0.691
,,
9711117-11,202090-16,0.622
,,
9711117-11,202090-12,0.657
,,
9711117-11,202090-14,0.691
,,
9401044-4,9903153-19,0.728
,,
9401044-13,9903153-19,0.729
,,
9401044-10,9903153-16,0.758
,,
9401044-5,9903153-19,0.764
,,
9401044-0,9903153-19,0.772
,,
9903153-19,209037-19,0.638
,,
9903153-19,209037-19,0.638
,,
9903153-16,209037-18,0.618
,,
9903153-19,209037-19,0.638
,,
9903153-19,209037-19,0.638
,,
9212062-9,9406090-12,0.634
,,
9212062-9,9406090-12,0.634
,,
9212062-9,9406090-12,0.634
,,
9212062-5,9406090-19,0.645
,,
9212062-15,9406090-15,0.667
,,
9212062-0,9406090-15,0.693
,,
9212062-14,9406090-16,0.694
,,
9212062-14,9406090-16,0.694
,,
9212062-14,9406090-16,0.694
,,
9406090-12,9705173-11,0.675
,,
9406090-12,9705173-11,0.675
,,
9406090-12,9705173-11,0.675
,,
9406090-19,9705173-6,0.654
,,
9406090-15,9705173-18,0.713
,,
9406090-15,9705173-18,0.713
,,
9406090-16,9705173-5,0.73
,,
9406090-16,9705173-5,0.73
,,
9406090-16,9705173-5,0.73
,,
9705173-11,9710246-15,0.632
,,
9705173-11,9710246-15,0.632
,,
9705173-11,9710246-15,0.632
,,
9705173-6,9710246-3,0.68
,,
9705173-18,9710246-3,0.668
,,
9705173-18,9710246-3,0.668
,,
9705173-5,9710246-15,0.609
,,
9705173-5,9710246-15,0.609
,,
9705173-5,9710246-15,0.609
,,
9710246-15,9712186-11,0.748
,,
9710246-15,9712186-11,0.748
,,
9710246-15,9712186-11,0.748
,,
9710246-3,9712186-14,0.632
,,
9710246-3,9712186-14,0.632
,,
9710246-3,9712186-14,0.632
,,
9710246-15,9712186-11,0.748
,,
9710246-15,9712186-11,0.748
,,
9710246-15,9712186-11,0.748
,,
9712186-11,2211-16,0.656
,,
9712186-11,2211-16,0.656
,,
9712186-11,2211-15,0.66
,,
9712186-14,2211-1,0.628
,,
9712186-14,2211-1,0.628
,,
9712186-14,2211-1,0.628
,,
9712186-11,2211-16,0.656
,,
9712186-11,2211-16,0.656
,,
9712186-11,2211-15,0.66
,,
2211-16,10021-10,0.629
,,
2211-16,10021-10,0.629
,,
2211-15,10021-15,0.579
,,
2211-1,10021-14,0.575
,,
2211-1,10021-14,0.575
,,
2211-1,10021-14,0.575
,,
2211-16,10021-10,0.629
,,
2211-16,10021-10,0.629
,,
2211-15,10021-15,0.579
,,
10021-10,10060-15,0.576
,,
10021-10,10060-19,0.6
,,
10021-15,10060-7,0.684
,,
10021-14,10060-2,0.532
,,
10021-14,10060-2,0.532
,,
10021-14,10060-2,0.532
,,
10021-10,10060-15,0.576
,,
10021-10,10060-19,0.6
,,
10021-15,10060-7,0.684
,,
10060-15,103256-19,0.609
,,
10060-19,103256-19,0.676
,,
10060-7,103256-18,0.558
,,
10060-2,103256-5,0.658
,,
10060-2,103256-5,0.658
,,
10060-2,103256-5,0.658
,,
10060-15,103256-19,0.609
,,
10060-19,103256-19,0.676
,,
10060-7,103256-18,0.558
,,
103256-19,110291-19,0.692
,,
103256-19,110291-19,0.692
,,
103256-18,110291-10,0.609
,,
103256-5,110291-19,0.627
,,
103256-5,110291-19,0.627
,,
103256-5,110291-19,0.627
,,
103256-19,110291-19,0.692
,,
103256-19,110291-19,0.692
,,
103256-18,110291-10,0.609
,,
9405003-1,9501017-5,0.578
,,
9405003-1,9501017-5,0.578
,,
9405003-1,9501017-5,0.578
,,
9405003-1,9501017-5,0.578
,,
9405003-1,9501017-5,0.578
,,
9405003-1,9501017-5,0.578
,,
9405003-1,9501017-5,0.578
,,
9405003-4,9501017-17,0.59
,,
9405003-4,9501017-17,0.59
,,
9405003-4,9501017-17,0.59
,,
9405003-15,9501017-16,0.62
,,
9405003-4,9501017-9,0.624
,,
9405003-4,9501017-9,0.624
,,
9405003-4,9501017-9,0.624
,,
9405003-4,9501017-10,0.647
,,
9501017-5,9612154-13,0.646
,,
9501017-5,9612154-8,0.717
,,
9501017-5,9612154-8,0.717
,,
9501017-5,9612154-8,0.717
,,
9501017-5,9612154-14,0.726
,,
9501017-5,9612154-14,0.726
,,
9501017-5,9612154-14,0.726
,,
9501017-17,9612154-5,0.614
,,
9501017-17,9612154-5,0.614
,,
9501017-17,9612154-5,0.614
,,
9501017-16,9612154-9,0.682
,,
9501017-9,9612154-14,0.587
,,
9501017-9,9612154-14,0.587
,,
9501017-9,9612154-14,0.587
,,
9501017-10,9612154-9,0.595
,,
9612154-13,2225-15,0.631
,,
9612154-8,2225-11,0.665
,,
9612154-8,2225-11,0.665
,,
9612154-8,2225-11,0.665
,,
9612154-14,2225-11,0.692
,,
9612154-14,2225-11,0.692
,,
9612154-14,2225-11,0.692
,,
9612154-5,2225-6,0.648
,,
9612154-5,2225-8,0.648
,,
9612154-5,2225-9,0.705
,,
9612154-9,2225-5,0.715
,,
9612154-14,2225-11,0.692
,,
9612154-14,2225-11,0.692
,,
9612154-14,2225-11,0.692
,,
9612154-9,2225-5,0.715
,,
2225-15,10164-14,0.594
,,
2225-11,10164-19,0.678
,,
2225-11,10164-14,0.712
,,
2225-11,10164-18,0.773
,,
2225-11,10164-19,0.678
,,
2225-11,10164-14,0.712
,,
2225-11,10164-18,0.773
,,
2225-6,10164-12,0.585
,,
2225-8,10164-11,0.626
,,
2225-9,10164-7,0.625
,,
2225-5,10164-12,0.631
,,
2225-11,10164-19,0.678
,,
2225-11,10164-14,0.712
,,
2225-11,10164-18,0.773
,,
2225-5,10164-12,0.631
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-6,0.687
,,
9202008-6,9311156-18,0.69
,,
9202008-6,9311156-18,0.69
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-16,0.7
,,
9202008-6,9311156-8,0.73
,,
9202008-6,9311156-8,0.73
,,
9202008-6,9311156-12,0.73
,,
9202008-6,9311156-12,0.73
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-6,9902022-5,0.659
,,
9311156-18,9902022-10,0.63
,,
9311156-18,9902022-10,0.63
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-16,9902022-5,0.723
,,
9311156-8,9902022-10,0.714
,,
9311156-8,9902022-10,0.714
,,
9311156-12,9902022-10,0.702
,,
9311156-12,9902022-10,0.702
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-10,9910036-12,0.743
,,
9902022-10,9910036-12,0.743
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-5,9910036-2,0.686
,,
9902022-10,9910036-12,0.743
,,
9902022-10,9910036-12,0.743
,,
9902022-10,9910036-12,0.743
,,
9902022-10,9910036-12,0.743
,,
9910036-2,2250-6,0.726
,,
9910036-2,2250-6,0.726
,,
9910036-2,2250-6,0.726
,,
9910036-2,2250-4,0.734
,,
9910036-2,2250-4,0.734
,,
9910036-2,2250-4,0.734
,,
9910036-2,2250-8,0.763
,,
9910036-2,2250-8,0.763
,,
9910036-12,2250-8,0.637
,,
9910036-12,2250-8,0.637
,,
9910036-2,2250-6,0.726
,,
9910036-2,2250-6,0.726
,,
9910036-2,2250-6,0.726
,,
9910036-2,2250-4,0.734
,,
9910036-2,2250-4,0.734
,,
9910036-2,2250-4,0.734
,,
9910036-2,2250-8,0.763
,,
9910036-2,2250-8,0.763
,,
9910036-12,2250-8,0.637
,,
9910036-12,2250-8,0.637
,,
9910036-12,2250-8,0.637
,,
9910036-12,2250-8,0.637
,,
2250-6,10169-3,0.73
,,
2250-6,10169-3,0.73
,,
2250-6,10169-3,0.73
,,
2250-4,10169-3,0.714
,,
2250-4,10169-3,0.714
,,
2250-4,10169-3,0.714
,,
2250-8,10169-15,0.686
,,
2250-8,10169-12,0.795
,,
2250-8,10169-15,0.686
,,
2250-8,10169-12,0.795
,,
2250-6,10169-3,0.73
,,
2250-6,10169-3,0.73
,,
2250-6,10169-3,0.73
,,
2250-4,10169-3,0.714
,,
2250-4,10169-3,0.714
,,
2250-4,10169-3,0.714
,,
2250-8,10169-15,0.686
,,
2250-8,10169-12,0.795
,,
2250-8,10169-15,0.686
,,
2250-8,10169-12,0.795
,,
2250-8,10169-15,0.686
,,
2250-8,10169-12,0.795
,,
10169-3,201178-9,0.731
,,
10169-3,201178-16,0.744
,,
10169-3,201178-3,0.805
,,
10169-3,201178-9,0.731
,,
10169-3,201178-16,0.744
,,
10169-3,201178-3,0.805
,,
10169-15,201178-7,0.6
,,
10169-12,201178-3,0.71
,,
10169-15,201178-7,0.6
,,
10169-12,201178-3,0.71
,,
10169-3,201178-9,0.731
,,
10169-3,201178-16,0.744
,,
10169-3,201178-3,0.805
,,
10169-3,201178-9,0.731
,,
10169-3,201178-16,0.744
,,
10169-3,201178-3,0.805
,,
10169-15,201178-7,0.6
,,
10169-12,201178-3,0.71
,,
10169-15,201178-7,0.6
,,
10169-12,201178-3,0.71
,,
10169-15,201178-7,0.6
,,
10169-12,201178-3,0.71
,,
9303009-2,9611124-6,0.668
,,
9303009-18,9611124-18,0.671
,,
9303009-18,9611124-18,0.671
,,
9303009-18,9611124-18,0.671
,,
9303009-3,9611124-3,0.676
,,
9303009-3,9611124-3,0.676
,,
9303009-3,9611124-3,0.676
,,
9303009-6,9611124-6,0.726
,,
9303009-3,9611124-6,0.734
,,
9611124-6,203161-2,0.565
,,
9611124-18,203161-5,0.642
,,
9611124-18,203161-5,0.642
,,
9611124-18,203161-5,0.642
,,
9611124-3,203161-4,0.644
,,
9611124-3,203161-4,0.644
,,
9611124-3,203161-4,0.644
,,
9611124-6,203161-2,0.565
,,
9611124-6,203161-2,0.565
,,
203161-2,209157-9,0.501
,,
203161-5,209157-10,0.578
,,
203161-5,209157-18,0.587
,,
203161-5,209157-12,0.597
,,
203161-4,209157-3,0.526
,,
203161-4,209157-3,0.526
,,
203161-4,209157-3,0.526
,,
203161-2,209157-9,0.501
,,
203161-2,209157-9,0.501
,,
209157-9,211038-3,0.576
,,
209157-10,211038-7,0.547
,,
209157-18,211038-17,0.647
,,
209157-12,211038-17,0.702
,,
209157-3,211038-11,0.72
,,
209157-3,211038-17,0.74
,,
209157-3,211038-15,0.741
,,
209157-9,211038-3,0.576
,,
209157-9,211038-3,0.576
,,
9202061-0,9601072-1,0.628
,,
9202061-1,9601072-11,0.633
,,
9202061-12,9601072-18,0.641
,,
9202061-0,9601072-10,0.706
,,
9202061-0,9601072-11,0.717
,,
9601072-1,212174-16,0.575
,,
9601072-11,212174-6,0.668
,,
9601072-18,212174-15,0.513
,,
9601072-10,212174-6,0.612
,,
9601072-11,212174-6,0.668
,,
9209125-6,9506137-10,0.704
,,
9209125-6,9506137-10,0.704
,,
9209125-6,9506137-10,0.704
,,
9209125-6,9506137-10,0.704
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-14,0.715
,,
9209125-10,9506137-19,0.738
,,
9209125-10,9506137-19,0.738
,,
9209125-0,9506137-10,0.744
,,
9209125-0,9506137-10,0.744
,,
9209125-0,9506137-10,0.744
,,
9209125-0,9506137-10,0.744
,,
9209125-1,9506137-10,0.777
,,
9209125-1,9506137-10,0.777
,,
9209125-1,9506137-10,0.777
,,
9209125-1,9506137-10,0.777
,,
9506137-10,9508021-13,0.653
,,
9506137-10,9508021-13,0.653
,,
9506137-10,9508021-10,0.677
,,
9506137-10,9508021-10,0.677
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-14,9508021-6,0.619
,,
9506137-19,9508021-19,0.612
,,
9506137-19,9508021-19,0.612
,,
9506137-10,9508021-13,0.653
,,
9506137-10,9508021-13,0.653
,,
9506137-10,9508021-10,0.677
,,
9506137-10,9508021-10,0.677
,,
9506137-10,9508021-13,0.653
,,
9506137-10,9508021-13,0.653
,,
9506137-10,9508021-10,0.677
,,
9506137-10,9508021-10,0.677
,,
9508021-13,9512173-12,0.695
,,
9508021-13,9512173-12,0.695
,,
9508021-10,9512173-11,0.666
,,
9508021-10,9512173-11,0.666
,,
9508021-6,9512173-13,0.667
,,
9508021-6,9512173-13,0.667
,,
9508021-6,9512173-13,0.667
,,
9508021-6,9512173-13,0.667
,,
9508021-6,9512173-10,0.693
,,
9508021-6,9512173-10,0.693
,,
9508021-6,9512173-10,0.693
,,
9508021-6,9512173-10,0.693
,,
9508021-6,9512173-11,0.724
,,
9508021-6,9512173-11,0.724
,,
9508021-19,9512173-5,0.679
,,
9508021-19,9512173-5,0.679
,,
9508021-13,9512173-12,0.695
,,
9508021-13,9512173-12,0.695
,,
9508021-10,9512173-11,0.666
,,
9508021-10,9512173-11,0.666
,,
9508021-13,9512173-12,0.695
,,
9508021-13,9512173-12,0.695
,,
9508021-10,9512173-11,0.666
,,
9508021-10,9512173-11,0.666
,,
9512173-12,9707185-19,0.578
,,
9512173-12,9707185-19,0.578
,,
9512173-11,9707185-16,0.642
,,
9512173-11,9707185-16,0.642
,,
9512173-13,9707185-12,0.648
,,
9512173-13,9707185-12,0.648
,,
9512173-13,9707185-12,0.648
,,
9512173-13,9707185-12,0.648
,,
9512173-10,9707185-12,0.74
,,
9512173-10,9707185-12,0.74
,,
9512173-10,9707185-12,0.74
,,
9512173-10,9707185-12,0.74
,,
9512173-11,9707185-16,0.642
,,
9512173-11,9707185-16,0.642
,,
9512173-5,9707185-19,0.688
,,
9512173-5,9707185-19,0.688
,,
9512173-12,9707185-19,0.578
,,
9512173-12,9707185-19,0.578
,,
9512173-11,9707185-16,0.642
,,
9512173-11,9707185-16,0.642
,,
9512173-12,9707185-19,0.578
,,
9512173-12,9707185-19,0.578
,,
9512173-11,9707185-16,0.642
,,
9512173-11,9707185-16,0.642
,,
9707185-19,9911242-11,0.619
,,
9707185-19,9911242-11,0.619
,,
9707185-16,9911242-9,0.57
,,
9707185-16,9911242-9,0.57
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-12,9911242-18,0.67
,,
9707185-16,9911242-9,0.57
,,
9707185-16,9911242-9,0.57
,,
9707185-19,9911242-11,0.619
,,
9707185-19,9911242-11,0.619
,,
9707185-19,9911242-11,0.619
,,
9707185-19,9911242-11,0.619
,,
9707185-16,9911242-9,0.57
,,
9707185-16,9911242-9,0.57
,,
9707185-19,9911242-11,0.619
,,
9707185-19,9911242-11,0.619
,,
9707185-16,9911242-9,0.57
,,
9707185-16,9911242-9,0.57
,,
9911242-11,8035-12,0.698
,,
9911242-11,8035-17,0.723
,,
9911242-9,8035-19,0.561
,,
9911242-9,8035-19,0.561
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-18,8035-5,0.665
,,
9911242-9,8035-19,0.561
,,
9911242-9,8035-19,0.561
,,
9911242-11,8035-12,0.698
,,
9911242-11,8035-17,0.723
,,
9911242-11,8035-12,0.698
,,
9911242-11,8035-17,0.723
,,
9911242-9,8035-19,0.561
,,
9911242-9,8035-19,0.561
,,
9911242-11,8035-12,0.698
,,
9911242-11,8035-17,0.723
,,
9911242-9,8035-19,0.561
,,
9911242-9,8035-19,0.561
,,
8035-12,9007-5,0.63
,,
8035-17,9007-3,0.573
,,
8035-19,9007-14,0.622
,,
8035-19,9007-14,0.622
,,
8035-5,9007-11,0.681
,,
8035-5,9007-11,0.681
,,
8035-5,9007-16,0.689
,,
8035-5,9007-19,0.718
,,
8035-5,9007-11,0.681
,,
8035-5,9007-11,0.681
,,
8035-5,9007-16,0.689
,,
8035-5,9007-19,0.718
,,
8035-19,9007-14,0.622
,,
8035-19,9007-14,0.622
,,
8035-12,9007-5,0.63
,,
8035-17,9007-3,0.573
,,
8035-12,9007-5,0.63
,,
8035-17,9007-3,0.573
,,
8035-19,9007-14,0.622
,,
8035-19,9007-14,0.622
,,
8035-12,9007-5,0.63
,,
8035-17,9007-3,0.573
,,
8035-19,9007-14,0.622
,,
8035-19,9007-14,0.622
,,
9007-5,108097-16,0.678
